Gene name	Brugia malayi (PRJNA10729) [WS285] protein stable ID	Homology type
TMUE_2000007204	Bm6291.1	ortholog_one2many
TMUE_2000007205	Bm6275a.1	ortholog_one2one
TMUE_2000009600		
TMUE_2000009601	Bm12863.1	ortholog_many2many
TMUE_2000009601	Bm3607b.1	ortholog_many2many
TMUE_2000009601	Bm9558d.1	ortholog_many2many
TMUE_2000007208	Bm6423a.1	ortholog_one2one
TMUE_2000007209		
TMUE_2000009604	Bm3088a.1	ortholog_one2one
TMUE_2000009605	Bm2623a.1	ortholog_one2one
TMUE_2000009609	Bm9422a.1	ortholog_one2many
TMUE_2000009609	Bm7423a.1	ortholog_one2many
TMUE_2000007212		
TMUE_2000007213		
TMUE_2000007214	Bm2635.1	ortholog_one2one
TMUE_2000007215		
TMUE_2000007216	Bm5604.1	ortholog_one2many
TMUE_2000009615	Bm5624.1	ortholog_one2one
TMUE_2000009616	Bm6527.1	ortholog_one2one
TMUE_2000007217		
TMUE_2000009618		
TMUE_2000007218		
TMUE_2000009619	Bm5835.1	ortholog_one2one
TMUE_2000009620	Bm5739.1	ortholog_one2many
TMUE_2000007219	Bm2937a.1	ortholog_one2one
TMUE_2000007220	Bm1842a.1	ortholog_one2one
TMUE_2000007221	Bm6034a.1	ortholog_one2one
TMUE_2000009622	Bm5423b.1	ortholog_one2one
TMUE_2000007222	Bm4703.1	ortholog_one2one
TMUE_2000009623		
TMUE_2000007223	Bm5626.1	ortholog_one2one
TMUE_2000009624		
TMUE_2000007225	Bm3330b.1	ortholog_one2one
TMUE_2000009625		
TMUE_2000009626		
TMUE_2000009627		
TMUE_2000007226	Bm5753a.1	ortholog_many2many
TMUE_2000007226	Bm10440a.1	ortholog_many2many
TMUE_2000009629		
TMUE_2000007228	Bm6708.1	ortholog_one2one
TMUE_2000007229		
TMUE_2000009630	Bm6327.1	ortholog_one2one
TMUE_2000007231	Bm2584a.1	ortholog_one2one
TMUE_1000004082		
TMUE_1000004081		
TMUE_1000004080	Bm1745a.1	ortholog_one2one
TMUE_1000005825		
TMUE_1000005824		
TMUE_1000005823		
TMUE_1000005954		
TMUE_1000005953		
TMUE_1000005952	Bm7026.1	ortholog_one2one
TMUE_1000004220		
TMUE_1000004219		
TMUE_1000004217		
TMUE_1000004214	Bm8092a.1	ortholog_one2one
TMUE_1000005950		
TMUE_1000004213		
TMUE_1000004212	Bm4731.1	ortholog_one2one
TMUE_1000005948	Bm4071.1	ortholog_one2one
TMUE_1000004210		
TMUE_1000005947	Bm3492a.1	ortholog_one2many
TMUE_1000004209	Bm8649a.1	ortholog_one2many
TMUE_1000004209	Bm11085a.1	ortholog_one2many
TMUE_1000004209	Bm741a.1	ortholog_one2many
TMUE_1000005946	Bm3492a.1	ortholog_one2many
TMUE_1000004207	Bm6878a.1	ortholog_one2many
TMUE_1000005945		
TMUE_1000005944	Bm2874a.1	ortholog_many2many
TMUE_1000005944	Bm3206a.1	ortholog_many2many
TMUE_1000005944	Bm8720.1	ortholog_many2many
TMUE_1000005943	Bm6878a.1	ortholog_one2many
TMUE_1000004206		
TMUE_1000004205	Bm2595a.1	ortholog_one2one
TMUE_1000004204		
TMUE_1000004202		
TMUE_1000004201		
TMUE_1000004200		
TMUE_1000004199	Bm2067a.1	ortholog_one2one
TMUE_1000005941	Bm2741.1	ortholog_one2many
TMUE_1000005941	Bm7669a.1	ortholog_one2many
TMUE_1000004198	Bm6579a.1	ortholog_one2one
TMUE_1000004197		
TMUE_1000004196		
TMUE_1000004195	Bm13940.1	ortholog_one2one
TMUE_1000004194		
TMUE_1000004193		
TMUE_1000004192		
TMUE_1000005940		
TMUE_1000004191		
TMUE_1000004190		
TMUE_1000005938		
TMUE_1000004189		
TMUE_1000005937	Bm3928.1	ortholog_one2one
TMUE_1000004188	Bm4429.1	ortholog_one2one
TMUE_1000005934		
TMUE_1000005933	Bm2702.1	ortholog_many2many
TMUE_1000005933	Bm4460.1	ortholog_many2many
TMUE_1000005932	Bm10095b.1	ortholog_one2one
TMUE_1000004186	Bm7111.1	ortholog_one2one
TMUE_1000005931	Bm1886.2	ortholog_one2one
TMUE_1000004185	Bm12004a.1	ortholog_one2many
TMUE_1000005928	Bm12004a.1	ortholog_one2many
TMUE_1000005926		
TMUE_1000005111		
TMUE_1000003357	Bm5340.1	ortholog_one2many
TMUE_1000003357	Bm6198a.1	ortholog_one2many
TMUE_1000005112		
TMUE_1000003358		
TMUE_1000005114		
TMUE_1000005115	Bm8017.1	ortholog_one2one
TMUE_1000005116		
TMUE_1000003361	Bm3692.1	ortholog_one2one
TMUE_1000005117	Bm5612.1	ortholog_one2one
TMUE_1000005118		
TMUE_1000005119	Bm7639a.1	ortholog_one2one
TMUE_3000014675	Bm3822.1	ortholog_one2one
TMUE_3000012526		
TMUE_3000014676	Bm4436.1	ortholog_one2one
TMUE_3000014677	Bm6182.1	ortholog_one2one
TMUE_3000014678		
TMUE_3000012531	Bm13791.1	ortholog_one2one
TMUE_3000012532	Bm13936.1	ortholog_one2one
TMUE_3000014679		
TMUE_3000012533	Bm2691.1	ortholog_one2one
TMUE_3000014680	Bm3484.1	ortholog_one2one
TMUE_3000012534	Bm7402.1	ortholog_one2one
TMUE_3000012535		
TMUE_3000012536		
TMUE_3000014681	Bm1709.1	ortholog_one2one
TMUE_3000014682		
TMUE_3000014683	Bm5336a.1	ortholog_one2one
TMUE_3000014684	Bm3645.1	ortholog_one2one
TMUE_3000012539		
TMUE_3000012540		
TMUE_3000014686	Bm2907a.1	ortholog_one2one
TMUE_3000012542		
TMUE_3000014687	Bm13998.1	ortholog_one2one
TMUE_3000012543		
TMUE_3000014688		
TMUE_3000012544	Bm7127.1	ortholog_one2one
TMUE_3000012545		
TMUE_3000014691		
TMUE_3000012547		
TMUE_3000012549	Bm1697a.1	ortholog_one2one
TMUE_3000014692		
TMUE_3000014693	Bm10874.1	ortholog_one2one
TMUE_3000012551	Bm7309a.1	ortholog_one2one
TMUE_3000014694	Bm6230.1	ortholog_one2one
TMUE_3000012552		
TMUE_3000012553	Bm13570.1	ortholog_one2many
TMUE_3000012554		
TMUE_3000014695	Bm7472.1	ortholog_one2one
TMUE_3000012556	Bm2052a.1	ortholog_one2one
TMUE_3000012557	Bm4396a.1	ortholog_one2one
TMUE_3000014699		
TMUE_3000014700		
TMUE_3000012558	Bm4443c.1	ortholog_one2one
TMUE_3000014702	Bm14085.1	ortholog_many2many
TMUE_3000014702	Bm18188.1	ortholog_many2many
TMUE_3000014703	Bm3505.1	ortholog_one2many
TMUE_3000012560	Bm5446.1	ortholog_one2many
TMUE_3000014704		
TMUE_3000012561		
TMUE_3000012562		
TMUE_3000012563	Bm2128.1	ortholog_one2one
TMUE_3000014706	Bm13777.1	ortholog_one2one
TMUE_3000014707	Bm4226a.1	ortholog_one2one
TMUE_3000014708	Bm13919.2	ortholog_one2one
TMUE_3000012566		
TMUE_3000012567	Bm5367a.1	ortholog_one2many
TMUE_3000014711	Bm18042.1	ortholog_many2many
TMUE_3000014711	Bm7399.1	ortholog_many2many
TMUE_3000012569	Bm14333.1	ortholog_one2many
TMUE_1000005343	Bm6170a.1	ortholog_one2one
TMUE_1000005344	Bm5996.1	ortholog_one2one
TMUE_1000003595		
TMUE_1000003596	Bm2658a.1	ortholog_one2one
TMUE_1000003597		
TMUE_1000005345		
TMUE_1000003598		
TMUE_1000003599	Bm3804.1	ortholog_one2one
TMUE_1000005346		
TMUE_1000003600		
TMUE_1000005347	Bm14730.1	ortholog_one2many
TMUE_1000005347	Bm488.1	ortholog_one2many
TMUE_1000005348		
TMUE_1000003601	Bm12975.1	ortholog_one2one
TMUE_1000003602		
TMUE_1000005349		
TMUE_1000003603		
TMUE_1000003604	Bm7022b.1	ortholog_one2one
TMUE_1000005350	Bm2830b.1	ortholog_one2one
TMUE_1000003605		
TMUE_1000005351	Bm13854b.1	ortholog_one2one
TMUE_1000003606		
TMUE_1000005353	Bm1992.1	ortholog_one2one
TMUE_1000003607		
TMUE_1000003609		
TMUE_1000003611		
TMUE_1000005354	Bm9639b.1	ortholog_one2one
TMUE_1000003613	Bm3836.1	ortholog_one2one
TMUE_1000005358	Bm4565a.1	ortholog_one2many
TMUE_1000005363	Bm6114.1	ortholog_one2one
TMUE_1000005364	Bm6190a.1	ortholog_one2one
TMUE_1000003615	Bm3186a.1	ortholog_one2one
TMUE_1000005365	Bm6249.1	ortholog_one2one
TMUE_1000005366		
TMUE_1000003616		
TMUE_1000005367		
TMUE_1000003618		
TMUE_1000003619		
TMUE_1000003620		
TMUE_1000003621	Bm7490b.1	ortholog_one2one
TMUE_1000003622	Bm7489a.1	ortholog_one2one
TMUE_1000003623	Bm8405.1	ortholog_one2one
TMUE_1000003624	Bm9238.1	ortholog_one2many
TMUE_1000003624	Bm8524.1	ortholog_one2many
TMUE_1000003624	Bm5086.1	ortholog_one2many
TMUE_1000003624	Bm9237.1	ortholog_one2many
TMUE_1000003626		
TMUE_1000005370	Bm9655.1	ortholog_one2many
TMUE_1000005370	Bm4008.1	ortholog_one2many
TMUE_1000005370	Bm4009.1	ortholog_one2many
TMUE_1000003627		
TMUE_1000003628		
TMUE_1000005371	Bm9587.1	ortholog_one2one
TMUE_1000005372	Bm7606.1	ortholog_one2one
TMUE_1000003629		
TMUE_1000005373	Bm3434.1	ortholog_one2one
TMUE_1000005375	Bm12766.1	ortholog_one2many
TMUE_1000003630		
TMUE_1000003631	Bm9433.1	ortholog_one2many
TMUE_2000010716		
TMUE_2000010541		
TMUE_2000010540		
TMUE_2000008123	Bm7323.2	ortholog_one2one
TMUE_2000010539	Bm6750a.1	ortholog_one2one
TMUE_2000008122		
TMUE_2000008120	Bm5433.1	ortholog_one2one
TMUE_2000010538	Bm5930e.1	ortholog_one2one
TMUE_2000008119		
TMUE_2000010537	Bm12953.1	ortholog_one2many
TMUE_2000010537	Bm6312.1	ortholog_one2many
TMUE_2000008116	Bm12873b.1	ortholog_one2many
TMUE_2000008115	Bm7859.1	ortholog_many2many
TMUE_2000008115	Bm5019a.1	ortholog_many2many
TMUE_2000008113		
TMUE_2000010536	Bm7449c.1	ortholog_one2one
TMUE_2000010535	Bm4367.1	ortholog_one2one
TMUE_2000010534	Bm18224.1	ortholog_one2many
TMUE_2000008111		
TMUE_2000008110	Bm2238.1	ortholog_one2one
TMUE_2000008109	Bm2981a.1	ortholog_one2one
TMUE_2000010533		
TMUE_2000010532		
TMUE_2000010531	Bm2349.1	ortholog_one2one
TMUE_2000008108	Bm5800b.1	ortholog_one2one
TMUE_2000010529	Bm1732a.1	ortholog_one2one
TMUE_2000008106		
TMUE_2000010528		
TMUE_2000010527		
TMUE_2000008104		
TMUE_2000010526		
TMUE_2000010525	Bm5352.1	ortholog_one2one
TMUE_2000008103		
TMUE_2000010524		
TMUE_2000008102	Bm2914.1	ortholog_one2one
TMUE_2000010523		
TMUE_2000010522	Bm2436.1	ortholog_one2one
TMUE_2000008100		
TMUE_2000010521		
TMUE_2000008099		
TMUE_2000008097		
TMUE_2000010520		
TMUE_2000010519	Bm17567.1	ortholog_one2many
TMUE_2000010519	Bm4298a.1	ortholog_one2many
TMUE_2000010518	Bm13864.1	ortholog_one2one
TMUE_2000008096	Bm13677.1	ortholog_one2one
TMUE_2000008095	Bm2287.1	ortholog_one2one
TMUE_2000010517	Bm6227.1	ortholog_one2one
TMUE_2000008093	Bm5780.1	ortholog_one2one
TMUE_2000008092	Bm7416.1	ortholog_one2one
TMUE_2000010516	Bm2259a.1	ortholog_one2one
TMUE_2000010515		
TMUE_2000010514		
TMUE_2000010513		
TMUE_2000010512		
TMUE_2000010511		
TMUE_2000010510	Bm6016.1	ortholog_one2many
TMUE_2000008090		
TMUE_2000008089	Bm17410.1	ortholog_one2many
TMUE_2000008088	Bm17410.1	ortholog_one2many
TMUE_2000010508		
TMUE_2000010506		
TMUE_2000010505	Bm17410.1	ortholog_one2many
TMUE_2000008085		
TMUE_2000010504		
TMUE_3000013702	Bm5315b.1	ortholog_one2many
TMUE_2000008084	Bm11148.1	ortholog_one2one
TMUE_2000010503	Bm10788.1	ortholog_one2one
TMUE_2000008083		
TMUE_2000009843		
TMUE_2000007435		
TMUE_2000009844	Bm6048.1	ortholog_one2one
TMUE_2000009845		
TMUE_2000007436	Bm4734.1	ortholog_one2one
TMUE_2000009846		
TMUE_2000007437		
TMUE_2000009848		
TMUE_2000009850	Bm10039.1	ortholog_one2many
TMUE_2000007440	Bm5541.1	ortholog_one2one
TMUE_2000007441		
TMUE_2000007442		
TMUE_2000007443	Bm1856.1	ortholog_one2one
TMUE_2000007445	Bm4056.1	ortholog_one2one
TMUE_2000009851	Bm14667b.1	ortholog_one2one
TMUE_2000009852	Bm2342.1	ortholog_one2one
TMUE_2000009853	Bm14064.1	ortholog_one2one
TMUE_2000007448	Bm4688.1	ortholog_one2one
TMUE_2000009854		
TMUE_2000007449	Bm5197a.1	ortholog_one2one
TMUE_2000009855	Bm3959.1	ortholog_one2one
TMUE_2000006458		
TMUE_2000007450		
TMUE_2000009857		
TMUE_2000009859		
TMUE_2000009862		
TMUE_2000007453	Bm17965.1	ortholog_one2one
TMUE_2000007454	Bm3961a.1	ortholog_one2one
TMUE_2000009864	Bm3785.1	ortholog_one2one
TMUE_2000007455		
TMUE_2000009865	Bm7112.1	ortholog_one2one
TMUE_2000007456	Bm6185.1	ortholog_one2one
TMUE_2000009866	Bm6184b.1	ortholog_one2one
TMUE_2000007457	Bm6183.1	ortholog_one2one
TMUE_2000009867	Bm13706.1	ortholog_one2one
TMUE_2000007459		
TMUE_2000009870	Bm6256.1	ortholog_one2many
TMUE_2000007460	Bm4136a.1	ortholog_one2one
TMUE_2000009871	Bm9897.1	ortholog_one2one
TMUE_2000009872		
TMUE_2000007462	Bm13850.1	ortholog_one2one
TMUE_2000009873		
TMUE_2000009874	Bm4636.1	ortholog_one2one
TMUE_2000009875	Bm6807.1	ortholog_one2one
TMUE_2000009876		
TMUE_2000007463		
TMUE_2000009877		
TMUE_2000007464		
TMUE_2000009878	Bm2272.1	ortholog_one2one
TMUE_2000009879	Bm4719.1	ortholog_one2many
TMUE_2000009880		
TMUE_2000009881		
TMUE_2000007466		
TMUE_2000009882		
TMUE_2000007468	Bm2504.1	ortholog_one2one
TMUE_1000003748	Bm10405.1	ortholog_one2one
TMUE_1000005485	Bm7568.1	ortholog_one2one
TMUE_1000003751	Bm5449b.1	ortholog_one2one
TMUE_1000005487		
TMUE_1000005488		
TMUE_1000005489		
TMUE_1000005490		
TMUE_1000003752		
TMUE_1000005491	Bm13856.1	ortholog_one2many
TMUE_1000005492	Bm2321a.1	ortholog_one2many
TMUE_1000005493		
TMUE_1000005494		
TMUE_1000005496	Bm1954a.1	ortholog_one2one
TMUE_1000005497		
TMUE_1000003753		
TMUE_1000005498	Bm9450.1	ortholog_one2one
TMUE_1000005499	Bm2092a.1	ortholog_one2one
TMUE_1000003756	Bm1737.1	ortholog_one2one
TMUE_1000005501	Bm3222.1	ortholog_one2many
TMUE_1000005502		
TMUE_1000003757	Bm2702.1	ortholog_many2many
TMUE_1000003757	Bm4460.1	ortholog_many2many
TMUE_1000005503		
TMUE_1000005505		
TMUE_1000003758		
TMUE_1000003759	Bm3608.1	ortholog_one2one
TMUE_1000003760		
TMUE_1000005506		
TMUE_1000005507	Bm10189.1	ortholog_one2one
TMUE_1000003761		
TMUE_1000005508		
TMUE_1000003762		
TMUE_1000003763	Bm2264a.1	ortholog_one2one
TMUE_1000003764		
TMUE_1000005509		
TMUE_1000005510	Bm5985a.1	ortholog_one2many
TMUE_1000003766	Bm10313.1	ortholog_many2many
TMUE_1000003766	Bm10162.1	ortholog_many2many
TMUE_1000005511		
TMUE_1000003767		
TMUE_1000003768	Bm7436a.1	ortholog_one2one
TMUE_1000005513	Bm2921.1	ortholog_one2many
TMUE_1000005514		
TMUE_1000005515	Bm5952a.1	ortholog_one2one
TMUE_1000005516	Bm7231.1	ortholog_one2one
TMUE_1000005517		
TMUE_1000003769		
TMUE_1000003770		
TMUE_1000003772	Bm4360b.1	ortholog_one2many
TMUE_1000005524	Bm13971.1	ortholog_one2one
TMUE_1000003774	Bm6317a.1	ortholog_one2one
TMUE_1000005525	Bm14740a.1	ortholog_one2one
TMUE_1000003775		
TMUE_1000005526	Bm3729c.1	ortholog_one2one
TMUE_3000011507		
TMUE_3000011505		
TMUE_3000013642		
TMUE_3000011504	Bm5555a.1	ortholog_one2one
TMUE_3000011503	Bm3316.1	ortholog_one2one
TMUE_3000013638	Bm7097a.1	ortholog_one2one
TMUE_3000013637		
TMUE_3000011502		
TMUE_3000011501		
TMUE_3000013636	Bm3580a.1	ortholog_one2one
TMUE_3000011500		
TMUE_3000011499	Bm2887a.1	ortholog_one2one
TMUE_3000011498		
TMUE_3000013635		
TMUE_3000011497	Bm5650b.1	ortholog_one2one
TMUE_3000013634		
TMUE_3000011495	Bm6835a.1	ortholog_one2many
TMUE_3000011495	Bm17479.1	ortholog_one2many
TMUE_3000013633	Bm3754.1	ortholog_many2many
TMUE_3000013633	Bm6970.1	ortholog_many2many
TMUE_3000013632	Bm3754.1	ortholog_many2many
TMUE_3000013632	Bm6970.1	ortholog_many2many
TMUE_3000013631		
TMUE_3000013630		
TMUE_3000011492		
TMUE_3000011491	Bm3756a.1	ortholog_one2one
TMUE_3000013626		
TMUE_3000011490	Bm6861.1	ortholog_one2one
TMUE_3000013625	Bm3181a.1	ortholog_one2one
TMUE_3000011488		
TMUE_3000013624		
TMUE_3000013622		
TMUE_3000011487	Bm13863.1	ortholog_one2one
TMUE_3000013621	Bm7096.1	ortholog_one2one
TMUE_3000011486		
TMUE_3000013620		
TMUE_3000013619		
TMUE_3000013618		
TMUE_3000013617	Bm13937a.1	ortholog_one2one
TMUE_3000011483	Bm2050a.1	ortholog_one2one
TMUE_3000011481		
TMUE_3000013616	Bm14742a.1	ortholog_many2many
TMUE_3000013616	Bm347.1	ortholog_many2many
TMUE_3000011480	Bm5797.1	ortholog_many2many
TMUE_3000011480	Bm10010.1	ortholog_many2many
TMUE_3000011479	Bm14073.1	ortholog_one2many
TMUE_3000013614	Bm3925a.1	ortholog_one2many
TMUE_3000011476	Bm3041a.1	ortholog_one2one
TMUE_3000013612	Bm6912.1	ortholog_one2one
TMUE_3000011475	Bm12315.1	ortholog_one2one
TMUE_3000011474	Bm5639.1	ortholog_one2one
TMUE_3000013611	Bm17244.1	ortholog_one2many
TMUE_3000013611	Bm17241.1	ortholog_one2many
TMUE_3000013611	Bm9267.1	ortholog_one2many
TMUE_3000013611	Bm7501.1	ortholog_one2many
TMUE_3000013610	Bm7500.1	ortholog_one2many
TMUE_3000013610	Bm17242.1	ortholog_one2many
TMUE_3000011473		
TMUE_3000011472	Bm5771.1	ortholog_one2one
TMUE_3000013609		
TMUE_3000011470		
TMUE_3000011469		
TMUE_3000011468		
TMUE_3000011467	Bm7387.1	ortholog_one2one
TMUE_2000008231		
TMUE_2000010632	Bm2350a.1	ortholog_one2one
TMUE_2000008228		
TMUE_2000010630		
TMUE_2000008226	Bm11356.1	ortholog_one2one
TMUE_2000008225		
TMUE_2000008223		
TMUE_2000010629	Bm6769c.1	ortholog_one2one
TMUE_2000010628		
TMUE_2000008220	Bm12811b.1	ortholog_one2many
TMUE_2000008220	Bm10227.1	ortholog_one2many
TMUE_2000008220	Bm3363b.1	ortholog_one2many
TMUE_2000010627		
TMUE_2000008215		
TMUE_2000010624		
TMUE_2000010623	Bm6942.2	ortholog_one2many
TMUE_2000010622		
TMUE_2000010620	Bm13714.1	ortholog_one2many
TMUE_2000006017		
TMUE_2000008209	Bm13806.1	ortholog_one2many
TMUE_2000008207		
TMUE_2000008206		
TMUE_2000010616		
TMUE_2000008205	Bm2668.1	ortholog_one2many
TMUE_2000008205	Bm1454a.1	ortholog_one2many
TMUE_2000008204		
TMUE_2000010615	Bm6815a.1	ortholog_one2many
TMUE_2000010614		
TMUE_2000008203		
TMUE_2000008202		
TMUE_2000010613	Bm6539.1	ortholog_one2many
TMUE_2000010612	Bm6539.1	ortholog_one2many
TMUE_2000008200		
TMUE_2000010610		
TMUE_2000008199		
TMUE_2000008198	Bm4043a.1	ortholog_one2one
TMUE_2000008197	Bm17427.1	ortholog_one2one
TMUE_2000008196		
TMUE_2000010608		
TMUE_2000010607	Bm6597.1	ortholog_one2one
TMUE_2000010606	Bm1921a.1	ortholog_one2one
TMUE_2000008194	Bm13708.1	ortholog_one2one
TMUE_2000010605		
TMUE_2000008193		
TMUE_2000008192		
TMUE_2000010603	Bm3276a.1	ortholog_one2one
TMUE_2000008190	Bm2148a.1	ortholog_one2many
TMUE_2000008189		
TMUE_2000010602		
TMUE_2000008188		
TMUE_2000008187		
TMUE_1000004647		
TMUE_1000002887		
TMUE_1000002888		
TMUE_3000013856		
TMUE_3000011703		
TMUE_3000011702	Bm6849a.1	ortholog_one2one
TMUE_3000013855		
TMUE_3000011698	Bm3207a.1	ortholog_one2one
TMUE_3000013854	Bm4728.1	ortholog_one2one
TMUE_3000013853	Bm7494.1	ortholog_one2one
TMUE_3000011697	Bm8696.1	ortholog_one2one
TMUE_3000013852		
TMUE_3000013851	Bm3419a.1	ortholog_one2one
TMUE_3000013850	Bm3588.1	ortholog_one2one
TMUE_3000011695		
TMUE_3000011694		
TMUE_3000013849		
TMUE_3000011693		
TMUE_3000013848	Bm6242b.1	ortholog_one2one
TMUE_3000013846		
TMUE_3000011692		
TMUE_3000011689	Bm5689.1	ortholog_one2many
TMUE_3000011689	Bm5690.1	ortholog_one2many
TMUE_3000011688		
TMUE_3000013841		
TMUE_3000011686		
TMUE_3000013840	Bm2157.1	ortholog_one2one
TMUE_3000013838	Bm2069.1	ortholog_one2one
TMUE_3000011685		
TMUE_3000013837		
TMUE_3000013836	Bm13725.1	ortholog_one2many
TMUE_3000013835		
TMUE_3000013834	Bm7491.1	ortholog_one2one
TMUE_3000011684		
TMUE_3000013831		
TMUE_3000011683	Bm5826.1	ortholog_one2one
TMUE_3000013830	Bm3378b.1	ortholog_one2one
TMUE_3000011682		
TMUE_3000011681	Bm4789.1	ortholog_one2one
TMUE_3000011680		
TMUE_2000010343		
TMUE_0000001265		
TMUE_1000005080	Bm5920.1	ortholog_one2one
TMUE_1000003322		
TMUE_1000003323		
TMUE_1000003325	Bm13753.1	ortholog_one2many
TMUE_1000005083	Bm6369a.1	ortholog_one2one
TMUE_1000005084		
TMUE_1000005085		
TMUE_1000003326	Bm6319a.1	ortholog_one2one
TMUE_2000008182		
TMUE_2000008180	Bm1975.1	ortholog_one2one
TMUE_2000008179	Bm6828a.1	ortholog_one2one
TMUE_2000010601		
TMUE_2000008178		
TMUE_2000010600		
TMUE_2000010599	Bm7427a.1	ortholog_one2one
TMUE_2000010598	Bm5876.1	ortholog_one2one
TMUE_2000010597		
TMUE_2000010595		
TMUE_2000010594	Bm7029a.1	ortholog_one2many
TMUE_2000008174	Bm2408.1	ortholog_one2one
TMUE_2000008173	Bm6393a.1	ortholog_one2one
TMUE_2000008172		
TMUE_2000010592	Bm7479.1	ortholog_one2one
TMUE_2000010591	Bm10628.1	ortholog_one2one
TMUE_2000008170		
TMUE_2000010590		
TMUE_2000010589		
TMUE_2000010588		
TMUE_2000008169		
TMUE_2000008168	Bm2147a.1	ortholog_one2one
TMUE_2000010587		
TMUE_2000008167		
TMUE_2000010586	Bm3067a.1	ortholog_one2many
TMUE_2000010585		
TMUE_2000010584		
TMUE_2000010583	Bm3067a.1	ortholog_one2many
TMUE_2000010582	Bm2212a.1	ortholog_one2one
TMUE_2000008166		
TMUE_2000008165	Bm5381a.1	ortholog_one2one
TMUE_2000008164		
TMUE_2000010580	Bm9932.1	ortholog_one2many
TMUE_2000008162	Bm10153.1	ortholog_one2one
TMUE_2000008161		
TMUE_2000010579		
TMUE_2000010578		
TMUE_2000008160	Bm5450.1	ortholog_one2one
TMUE_2000008159	Bm13796.1	ortholog_one2one
TMUE_2000010577	Bm13702.1	ortholog_one2one
TMUE_2000010576	Bm9326.1	ortholog_one2one
TMUE_2000008157	Bm14037a.1	ortholog_one2one
TMUE_2000010573	Bm4256.1	ortholog_one2one
TMUE_2000008156	Bm6914.1	ortholog_one2one
TMUE_2000010572	Bm4291a.1	ortholog_one2one
TMUE_2000010571		
TMUE_3000011663		
TMUE_3000013816		
TMUE_3000011662		
TMUE_3000013815		
TMUE_3000013814		
TMUE_3000013813		
TMUE_3000011657		
TMUE_3000013810	Bm9932.1	ortholog_one2many
TMUE_3000013809	Bm2026.1	ortholog_one2one
TMUE_3000011656	Bm7630.1	ortholog_one2one
TMUE_3000013808	Bm45a.1	ortholog_many2many
TMUE_3000013808	Bm7332.1	ortholog_many2many
TMUE_3000013808	Bm1876.1	ortholog_many2many
TMUE_3000013807	Bm3346.1	ortholog_one2one
TMUE_3000013806	Bm6448.1	ortholog_one2many
TMUE_3000011654		
TMUE_3000011652		
TMUE_3000011649		
TMUE_3000013804	Bm5007a.1	ortholog_one2one
TMUE_3000013803	Bm4669.1	ortholog_one2one
TMUE_3000011647		
TMUE_3000013802		
TMUE_3000013800	Bm7566.1	ortholog_one2one
TMUE_3000011646	Bm4508.1	ortholog_one2one
TMUE_3000011645		
TMUE_1000003782	Bm5694.1	ortholog_one2one
TMUE_1000005528		
TMUE_1000003780	Bm4742a.1	ortholog_one2one
TMUE_1000003779		
TMUE_1000004289		
TMUE_3000011957	Bm1682a.1	ortholog_one2one
TMUE_3000014105	Bm13900.1	ortholog_one2one
TMUE_3000011958	Bm3451.1	ortholog_one2one
TMUE_3000014106	Bm11448.1	ortholog_one2one
TMUE_3000011960	Bm7038.1	ortholog_one2one
TMUE_3000014107	Bm4940.1	ortholog_one2one
TMUE_3000014109	Bm6818.1	ortholog_one2one
TMUE_3000014110	Bm3819.1	ortholog_one2one
TMUE_3000011961	Bm4755.1	ortholog_one2one
TMUE_3000011962		
TMUE_3000014111	Bm3713.1	ortholog_one2one
TMUE_3000014112	Bm3855d.1	ortholog_one2one
TMUE_3000014113	Bm7901.1	ortholog_one2one
TMUE_3000011963	Bm8788.1	ortholog_one2one
TMUE_3000014115	Bm3863b.1	ortholog_one2one
TMUE_3000011964		
TMUE_3000014116	Bm1852.1	ortholog_one2one
TMUE_3000011965	Bm5709.1	ortholog_one2one
TMUE_3000014117	Bm13920.1	ortholog_one2one
TMUE_3000011966		
TMUE_3000011969		
TMUE_3000011971		
TMUE_3000014122		
TMUE_3000014123		
TMUE_3000011972		
TMUE_3000014124		
TMUE_3000014125		
TMUE_3000011975	Bm8359a.1	ortholog_one2one
TMUE_3000011976		
TMUE_3000011977	Bm1923a.1	ortholog_one2one
TMUE_3000011978		
TMUE_3000011979		
TMUE_3000011980		
TMUE_3000011981	Bm5547.1	ortholog_one2one
TMUE_3000014126		
TMUE_3000014127	Bm2492.1	ortholog_one2one
TMUE_3000011983		
TMUE_3000011984		
TMUE_3000014128	Bm2510.1	ortholog_many2many
TMUE_3000014128	Bm2511.1	ortholog_many2many
TMUE_3000011985	Bm13762.1	ortholog_one2one
TMUE_3000011986	Bm3139a.1	ortholog_one2one
TMUE_3000011987		
TMUE_3000014129		
TMUE_3000011988		
TMUE_3000011989	Bm13770.1	ortholog_one2one
TMUE_3000011990		
TMUE_3000011991	Bm2415a.1	ortholog_one2one
TMUE_3000014130		
TMUE_3000011993		
TMUE_3000011995	Bm2788.1	ortholog_one2many
TMUE_3000011996	Bm2788.1	ortholog_one2many
TMUE_3000014131		
TMUE_3000014132		
TMUE_2000008038	Bm12253.1	ortholog_one2one
TMUE_2000010465	Bm2666a.1	ortholog_one2one
TMUE_2000008040	Bm2066a.1	ortholog_one2many
TMUE_2000010466		
TMUE_2000010467	Bm3546.1	ortholog_one2one
